Headin÷CAN begin OK
LSM6DS3TR-C Found!
Accelerometer range set to: +-2G
Accelerometer data rate set to: 12.5 Hz
Heading:0.00 A Des:[0.00] Act:[0.00] B Des:7.00] Act:[0.00] [Immediate] [-1.45] [4.37] [-8.60] | PC:0
Heading:0.61 A Des:[3.98] Act:[3.90] B Des:5.76] Act:[3.30] [Immediate] [-8.93] [1.32] [2.25] | PC:59
Heading:0.61 A Des:[3.98] Act:[1.70] B Des:5.76] Act:[5.00] [Immediate] [-9.09] [0.79] [1.78] | PC:59
Heading:0.72 A Des:[4.62] Act:[1.50] B Des:5.26] Act:[2.50] [Immediate] [-9.24] [0.12] [0.92] | PC:60
Heading:0.72 A Des:[4.62] Act:[4.20] B Des:5.26] Act:[1.60] [Immediate] [-9.30] [-0.16] [0.26] | PC:60
Heading:0.62 A Des:[4.06] Act:[1.90] B Des:5.70] Act:[0.50] [Immediate] [-9.27] [-0.38] [-0.74] | PC:61
Heading:0.62 A Des:[4.06] Act:[3.60] B Des:5.70] Act:[3.50] [Immediate] [-9.21] [-0.37] [-1.39] | PC:61
Heading:0.70 A Des:[4.51] Act:[0.70] B Des:5.35] Act:[2.90] [Immediate] [-9.04] [-0.18] [-2.36] | PC:62
Heading:0.70 A Des:[4.51] Act:[3.70] B Des:5.35] Act:[-0.50] [Immediate] [-8.87] [0.09] [-2.95] | PC:62
Heading:0.79 A Des:[4.98] Act:[2.60] B Des:4.92] Act:[1.10] [Immediate] [-8.53] [0.68] [-3.84] | PC:63
Heading:0.79 A Des:[4.98] Act:[4.70] B Des:4.92] Act:[1.80] [Immediate] [-8.24] [1.20] [-4.37] | PC:63
Heading:0.87 A Des:[5.35] Act:[3.90] B Des:4.51] Act:[4.30] [Immediate] [-7.69] [2.16] [-5.02] | PC:64
Heading:0.87 A Des:[5.35] Act:[4.70] B Des:4.51] Act:[4.80] [Immediate] [-7.23] [2.90] [-5.36] | PC:64
Heading:1.00 A Des:[5.89] Act:[2.90] B Des:3.78] Act:[3.70] [Immediate] [-6.36] [4.06] [-5.79] | PC:65
Heading:1.00 A Des:[5.89] Act:[1.00] B Des:3.78] Act:[0.50] [Immediate] [-5.64] [4.86] [-5.98] | PC:65
Heading:1.01 A Des:[5.91] Act:[2.90] B Des:3.75] Act:[2.10] [Immediate] [-4.40] [6.03] [-6.06] | PC:66
Heading:1.01 A Des:[5.91] Act:[5.90] B Des:3.75] Act:[0.30] [Immediate] [-3.47] [6.77] [-5.95] | PC:66
Heading:1.05 A Des:[6.07] Act:[2.80] B Des:3.48] Act:[-0.40] [Immediate] [-1.93] [7.77] [-5.52] | PC:67
Heading:1.05 A Des:[6.07] Act:[5.20] B Des:3.48] Act:[2.80] [Immediate] [-0.88] [8.24] [-5.18] | PC:67
Heading:1.06 A Des:[6.09] Act:[2.30] B Des:3.45] Act:[1.90] [Immediate] [0.71] [8.75] [-4.48] | PC:68
Heading:1.06 A Des:[6.09] Act:[5.80] B Des:3.45] Act:[0.00] [Immediate] [1.77] [8.93] [-3.86] | PC:68
Heading:1.08 A Des:[6.19] Act:[2.50] B Des:3.27] Act:[-0.10] [Immediate] [3.33] [8.95] [-2.93] | PC:69
Heading:1.08 A Des:[6.19] Act:[5.30] B Des:3.27] Act:[4.10] [Immediate] [4.34] [8.78] [-2.19] | PC:69
Heading:1.02 A Des:[5.95] Act:[3.90] B Des:3.69] Act:[2.30] [Immediate] [5.78] [8.20] [-1.18] | PC:70
Heading:1.02 A Des:[5.95] Act:[4.90] B Des:3.69] Act:[2.20] [Immediate] [6.68] [7.64] [-0.71] | PC:70
Heading:1.03 A Des:[5.99] Act:[3.70] B Des:3.62] Act:[3.00] [Immediate] [7.86] [6.54] [0.01] | PC:71
Heading:1.03 A Des:[5.99] Act:[3.10] B Des:3.62] Act:[2.30] [Immediate] [8.53] [5.71] [0.38] | PC:71
Heading:0.92 A Des:[5.55] Act:[3.80] B Des:4.27] Act:[1.80] [Immediate] [0.47] [0.29] [-0.33] | PC:72
Heading:0.92 A Des:[5.55] Act:[3.60] B Des:4.27] Act:[2.50] [Immediate] [9.74] [3.38] [0.74] | PC:72
Heading:0.83 A Des:[5.18] Act:[4.50] B Des:4.71] Act:[2.20] [Immediate] [10.05] [2.46] [0.65] | PC:73
Heading:0.83 A Des:[5.18] Act:[2.30] B Des:4.71] Act:[3.50] [Immediate] [10.30] [1.22] [0.32] | PC:73
Heading:0.85 A Des:[5.25] Act:[3.50] B Des:4.63] Act:[3.20] [Immediate] [10.37] [0.41] [-0.02] | PC:74
Heading:0.85 A Des:[5.25] Act:[3.30] B Des:4.63] Act:[1.70] [Immediate] [10.33] [-0.56] [-0.66] | PC:74
Heading:0.77 A Des:[4.85] Act:[2.80] B Des:5.04] Act:[1.90] [Immediate] [10.23] [-1.13] [-1.20] | PC:75
Heading:0.77 A Des:[4.85] Act:[2.40] B Des:5.04] Act:[2.40] [Immediate] [9.96] [-1.79] [-2.13] | PC:75
Heading:0.68 A Des:[4.39] Act:[1.70] B Des:5.45] Act:[4.40] [Immediate] [9.70] [-2.13] [-2.82] | PC:76
Heading:0.68 A Des:[4.39] Act:[2.40] B Des:5.45] Act:[3.30] [Immediate] [9.18] [-2.43] [-3.96] | PC:76
Heading:0.59 A Des:[3.88] Act:[2.50] B Des:5.82] Act:[2.80] [Immediate] [8.78] [-2.44] [-4.72] | PC:77
Heading:0.59 A Des:[3.88] Act:[2.90] B Des:5.82] Act:[4.80] [Immediate] [8.14] [-2.13] [-5.84] | PC:77
Heading:0.65 A Des:[4.25] Act:[2.00] B Des:5.56] Act:[3.80] [Immediate] [7.70] [-1.77] [-6.46] | PC:78
Heading:0.65 A Des:[4.25] Act:[2.00] B Des:5.56] Act:[0.70] [Immediate] [7.03] [-1.01] [-7.28] | PC:78
Heading:0.58 A Des:[3.84] Act:[2.00] B Des:5.85] Act:[3.60] [Immediate] [6.59] [-0.38] [-7.72] | PC:79
Heading:0.58 A Des:[3.84] Act:[5.20] B Des:5.85] Act:[5.10] [Immediate] [5.90] [0.78] [-8.19] | PC:79
Heading:0.55 A Des:[3.67] Act:[1.60] B Des:5.96] Act:[2.00] [Immediate] [5.39] [1.57] [-8.39] | PC:80
Heading:0.55 A Des:[3.67] Act:[3.70] B Des:5.96] Act:[1.90] [Immediate] [4.54] [2.88] [-8.50] | PC:80
Heading:0.68 A Des:[4.41] Act:[0.00] B Des:5.44] Act:[1.10] [Immediate] [3.94] [3.84] [-8.40] | PC:81
Heading:0.68 A Des:[4.41] Act:[2.40] B Des:5.44] Act:[7.20] [Immediate] [2.93] [5.27] [-7.95] | PC:81
Heading:0.65 A Des:[4.26] Act:[2.50] B Des:5.55] Act:[1.70] [Immediate] [2.25] [6.10] [-7.52] | PC:82
Heading:0.65 A Des:[4.26] Act:[0.50] B Des:5.55] Act:[1.00] [Immediate] [1.22] [7.23] [-6.64] | PC:82
Heading:0.64 A Des:[4.17] Act:[1.10] B Des:5.62] Act:[0.90] [Immediate] [0.50] [7.89] [-5.86] | PC:83
Heading:0.64 A Des:[4.17] Act:[0.50] B Des:5.62] Act:[-0.10] [Immediate] [-0.58] [8.62] [-4.60] | PC:83
Heading:0.68 A Des:[4.38] Act:[2.40] B Des:5.46] Act:[3.80] [Immediate] [-1.32] [8.92] [-3.65] | PC:84
Heading:0.68 A Des:[4.38] Act:[1.60] B Des:5.46] Act:[3.80] [Immediate] [-2.37] [9.12] [-2.14] | PC:84
Heading:0.59 A Des:[3.91] Act:[2.10] B Des:5.81] Act:[3.80] [Immediate] [-3.01] [9.07] [-1.12] | PC:85
Heading:0.59 A Des:[3.91] Act:[1.40] B Des:5.81] Act:[3.80] [Immediate] [-3.93] [8.71] [0.27] | PC:85
Heading:0.72 A Des:[4.62] Act:[1.90] B Des:5.26] Act:[4.70] [Immediate] [-4.49] [8.34] [1.13] | PC:86
Heading:0.72 A Des:[4.62] Act:[1.00] B Des:5.26] Act:[3.90] [Immediate] [-5.27] [7.52] [2.34] | PC:86
Heading:0.61 A Des:[4.04] Act:[4.80] B Des:5.72] Act:[4.20] [Immediate] [-5.78] [6.90] [2.91] | PC:87
Heading:0.61 A Des:[4.04] Act:[3.10] B Des:5.72] Act:[2.40] [Immediate] [-6.48] [5.85] [3.53] | PC:87
Heading:0.70 A Des:[4.50] Act:[1.20] B Des:5.36] Act:[2.10] [Immediate] [-6.92] [5.11] [3.78] | PC:88
Heading:0.70 A Des:[4.50] Act:[2.50] B Des:5.36] Act:[1.50] [Immediate] [-7.53] [3.93] [3.93] | PC:88
Heading:0.82 A Des:[5.13] Act:[3.80] B Des:4.77] Act:[1.70] [Immediate] [-7.91] [3.20] [3.80] | PC:89
Heading:0.82 A Des:[5.13] Act:[2.20] B Des:4.77] Act:[2.00] [Immediate] [-8.43] [2.11] [3.36] | PC:89
Heading:0.84 A Des:[5.23] Act:[2.30] B Des:4.65] Act:[3.70] [Immediate] [-8.71] [1.50] [2.90] | PC:90
Heading:0.84 A Des:[5.23] Act:[2.40] B Des:4.65] Act:[0.70] [Immediate] [-9.05] [0.64] [2.01] | PC:90
Heading:0.73 A Des:[4.65] Act:[3.40] B Des:5.23] Act:[1.20] [Immediate] [-9.20] [0.23] [1.28] | PC:91
Heading:0.73 A Des:[4.65] Act:[3.90] B Des:5.23] Act:[0.60] [Immediate] [-9.30] [-0.23] [-0.00] | PC:91
Heading:0.79 A Des:[4.96] Act:[5.30] B Des:4.94] Act:[6.80] [Immediate] [-9.26] [-0.42] [-0.85] | PC:92
Heading:0.79 A Des:[4.96] Act:[2.60] B Des:4.94] Act:[2.90] [Immediate] [-9.09] [-0.44] [-2.06] | PC:92
Heading:0.91 A Des:[5.55] Act:[3.70] B Des:4.27] Act:[1.50] [Immediate] [-8.91] [-0.29] [-2.80] | PC:93
Heading:0.91 A Des:[5.55] Act:[3.80] B Des:4.27] Act:[2.60] [Immediate] [-8.69] [-0.04] [-3.48] | PC:93
Heading:0.98 A Des:[5.81] Act:[0.20] B Des:3.90] Act:[0.40] [Immediate] [-8.25] [0.48] [-4.47] | PC:94
Heading:0.98 A Des:[5.81] Act:[1.90] B Des:3.90] Act:[4.90] [Immediate] [-7.88] [0.91] [-5.08] | PC:94
Heading:1.09 A Des:[6.22] Act:[3.10] B Des:3.21] Act:[2.70] [Immediate] [-7.16] [1.72] [-5.95] | PC:95
Heading:1.09 A Des:[6.22] Act:[4.60] B Des:3.21] Act:[4.10] [Immediate] [-6.52] [2.33] [-6.50] | PC:95
Heading:1.23 A Des:[6.61] Act:[6.00] B Des:2.31] Act:[0.80] [Immediate] [-5.30] [3.37] [-7.22] | PC:96
Heading:1.23 A Des:[6.61] Act:[5.10] B Des:2.31] Act:[-1.00] [Immediate] [-4.33] [4.05] [-7.57] | PC:96
Heading:1.23 A Des:[6.59] Act:[6.50] B Des:2.36] Act:[1.00] [Immediate] [-2.69] [4.78] [-7.99] | PC:97
Heading:1.23 A Des:[6.59] Act:[4.00] B Des:2.36] Act:[1.50] [Immediate] [-1.51] [5.08] [-8.19] | PC:97
Heading:1.21 A Des:[6.56] Act:[3.20] B Des:2.45] Act:[3.20] [Immediate] [0.27] [5.42] [-8.22] | PC:98
Heading:1.21 A Des:[6.56] Act:[3.10] B Des:2.45] Act:[1.80] [Immediate] [1.44] [5.67] [-8.00] | PC:98
Heading:1.35 A Des:[6.82] Act:[5.70] B Des:1.57] Act:[3.70] [Immediate] [3.13] [6.03] [-7.33] | PC:99
Heading:1.35 A Des:[6.82] Act:[3.20] B Des:1.57] Act:[3.00] [Immediate] [4.20] [6.17] [-6.71] | PC:99
Heading:1.46 A Des:[6.95] Act:[3.50] B Des:0.80] Act:[3.00] [Immediate] [5.71] [6.10] [-5.72] | PC:100
Heading:1.46 A Des:[6.95] Act:[4.10] B Des:0.80] Act:[0.90] [Immediate] [6.66] [5.85] [-4.99] | PC:100
Heading:1.44 A Des:[6.94] Act:[3.90] B Des:0.88] Act:[1.90] [Immediate] [7.98] [5.10] [-3.91] | PC:101
Heading:1.44 A Des:[6.94] Act:[3.80] B Des:0.88] Act:[1.20] [Immediate] [8.74] [4.35] [-3.25] | PC:101
Heading:1.46 A Des:[6.96] Act:[3.70] B Des:0.77] Act:[0.00] [Immediate] [9.64] [3.02] [-2.23] | PC:102
Heading:1.46 A Des:[6.96] Act:[5.30] B Des:0.77] Act:[1.50] [Immediate] [10.05] [2.07] [-1.49] | PC:102
Heading:1.49 A Des:[6.97] Act:[4.10] B Des:0.60] Act:[-3.90] [Immediate] [10.36] [0.62] [-0.37] | PC:103
Heading:1.49 A Des:[6.97] Act:[3.40] B Des:0.60] Act:[-2.60] [Immediate] [10.37] [-0.32] [0.34] | PC:103
Heading:1.52 A Des:[6.99] Act:[2.30] B Des:0.35] Act:[0.50] [Immediate] [10.14] [-1.68] [1.35] | PC:104
Heading:1.52 A Des:[6.99] Act:[4.70] B Des:0.35] Act:[2.60] [Immediate] [9.84] [-2.53] [1.95] | PC:104
Heading:1.63 A Des:[6.99] Act:[3.10] B Des:-0.42] Act:[-4.80] [Immediate] [9.18] [-3.78] [2.75] | PC:105
Heading:1.63 A Des:[6.99] Act:[2.20] B Des:-0.42] Act:[2.20] [Immediate] [8.61] [-4.60] [3.20] | PC:105
Heading:1.76 A Des:[6.88] Act:[4.00] B Des:-1.31] Act:[-0.50] [Immediate] [7.57] [-5.69] [3.84] | PC:106
Heading:1.76 A Des:[6.88] Act:[2.10] B Des:-1.31] Act:[-1.90] [Immediate] [6.73] [-6.31] [4.26] | PC:106
Heading:1.80 A Des:[6.81] Act:[3.70] B Des:-1.61] Act:[-1.80] [Immediate] [5.34] [-7.09] [4.77] | PC:107
Heading:1.80 A Des:[6.81] Act:[6.50] B Des:-1.61] Act:[2.70] [Immediate] [4.36] [-7.48] [5.05] | PC:107
Heading:1.79 A Des:[6.84] Act:[1.60] B Des:-1.49] Act:[-0.80] [Immediate] [2.80] [-7.87] [5.38] | PC:108
Heading:1.79 A Des:[6.84] Act:[6.00] B Des:-1.49] Act:[0.40] [Immediate] [1.77] [-8.01] [5.52] | PC:108
Heading:1.92 A Des:[6.58] Act:[2.10] B Des:-2.40] Act:[2.40] [Immediate] [0.22] [-8.04] [5.60] | PC:109
Heading:1.92 A Des:[6.58] Act:[4.20] B Des:-2.40] Act:[0.60] [Immediate] [-0.81] [-7.94] [5.58] | PC:109
Heading:1.83 A Des:[6.76] Act:[4.40] B Des:-1.81] Act:[-0.90] [Immediate] [-2.33] [-7.59] [5.51] | PC:110
Heading:1.83 A Des:[6.76] Act:[3.70] B Des:-1.81] Act:[-0.20] [Immediate] [-3.29] [-7.16] [5.48] | PC:110
Heading:1.79 A Des:[6.84] Act:[4.00] B Des:-1.50] Act:[3.00] [Immediate] [-4.69] [-6.36] [5.31] | PC:111
Heading:1.79 A Des:[6.84] Act:[4.40] B Des:-1.50] Act:[-1.20] [Immediate] [-5.59] [-5.82] [4.98] | PC:111
Heading:1.84 A Des:[6.75] Act:[2.80] B Des:-1.86] Act:[1.80] [Immediate] [-6.79] [-4.94] [4.26] | PC:112
Heading:1.84 A Des:[6.75] Act:[5.20] B Des:-1.86] Act:[-0.40] [Immediate] [-7.49] [-4.27] [3.70] | PC:112
Heading:1.76 A Des:[6.87] Act:[5.10] B Des:-1.34] Act:[0.70] [Immediate] [-8.36] [-3.13] [2.74] | PC:113
Heading:1.76 A Des:[6.87] Act:[5.10] B Des:-1.34] Act:[-3.30] [Immediate] [-8.78] [-2.34] [2.05] | PC:113
Heading:1.78 A Des:[6.85] Act:[5.80] B Des:-1.46] Act:[-4.70] [Immediate] [-9.17] [-1.15] [0.97] | PC:114
Heading:1.78 A Des:[6.85] Act:[3.30] B Des:-1.46] Act:[-2.10] [Immediate] [-9.29] [-0.38] [0.16] | PC:114
Heading:1.76 A Des:[6.88] Act:[2.00] B Des:-1.32] Act:[-1.30] [Immediate] [-9.27] [0.31] [-0.70] | PC:115
Heading:1.76 A Des:[6.88] Act:[5.60] B Des:-1.32] Act:[0.00] [Immediate] [-9.03] [1.18] [-2.04] | PC:115
Heading:1.74 A Des:[6.90] Act:[5.60] B Des:-1.18] Act:[-2.90] [Immediate] [-8.71] [1.68] [-2.96] | PC:116
Heading:1.74 A Des:[6.90] Act:[3.40] B Des:-1.18] Act:[-2.40] [Immediate] [-8.00] [2.29] [-4.39] | PC:116
Heading:1.80 A Des:[6.81] Act:[5.40] B Des:-1.60] Act:[0.00] [Immediate] [-7.37] [2.56] [-5.32] | PC:117
Heading:1.80 A Des:[6.81] Act:[4.30] B Des:-1.60] Act:[1.70] [Immediate] [-6.22] [2.86] [-6.61] | PC:117
Heading:1.93 A Des:[6.54] Act:[1.20] B Des:-2.48] Act:[-1.20] [Immediate] [-5.33] [3.09] [-7.32] | PC:118
Heading:1.93 A Des:[6.54] Act:[2.60] B Des:-2.48] Act:[0.50] [Immediate] [-3.85] [3.42] [-8.15] | PC:118
Heading:1.81 A Des:[6.79] Act:[5.50] B Des:-1.68] Act:[1.40] [Immediate] [-2.79] [3.52] [-8.59] | PC:119
Heading:1.81 A Des:[6.79] Act:[2.50] B Des:-1.68] Act:[-2.20] [Immediate] [-1.15] [3.29] [-9.13] | PC:119
Heading:1.82 A Des:[6.78] Act:[3.00] B Des:-1.75] Act:[1.40] [Immediate] [-0.04] [2.91] [-9.39] | PC:120
Heading:1.82 A Des:[6.78] Act:[5.80] B Des:-1.75] Act:[1.70] [Immediate] [1.65] [2.14] [-9.54] | PC:120
Heading:1.76 A Des:[6.88] Act:[5.20] B Des:-1.30] Act:[-2.40] [Immediate] [2.81] [1.70] [-9.41] | PC:121
Heading:1.76 A Des:[6.88] Act:[4.70] B Des:-1.30] Act:[0.90] [Immediate] [4.51] [1.24] [-8.90] | PC:121
Heading:1.86 A Des:[6.72] Act:[4.60] B Des:-1.97] Act:[-4.10] [Immediate] [5.62] [0.92] [-8.36] | PC:122
Heading:1.86 A Des:[6.72] Act:[3.30] B Des:-1.97] Act:[-5.30] [Immediate] [7.15] [0.43] [-7.24] | PC:122
Heading:1.83 A Des:[6.77] Act:[5.00] B Des:-1.79] Act:[-0.60] [Immediate] [8.04] [0.20] [-6.34] | PC:123
Heading:1.83 A Des:[6.77] Act:[2.80] B Des:-1.79] Act:[-4.00] [Immediate] [9.11] [0.12] [-4.81] | PC:123
Heading:1.76 A Des:[6.87] Act:[2.90] B Des:-1.33] Act:[1.10] [Immediate] [9.63] [0.14] [-3.73] | PC:124
Heading:1.76 A Des:[6.87] Act:[4.40] B Des:-1.33] Act:[-1.60] [Immediate] [10.14] [0.19] [-2.10] | PC:124
Heading:1.83 A Des:[6.77] Act:[3.20] B Des:-1.76] Act:[1.70] [Immediate] [10.33] [0.21] [-1.02] | PC:125
Heading:1.83 A Des:[6.77] Act:[3.00] B Des:-1.76] Act:[0.40] [Immediate] [10.36] [0.23] [0.63] | PC:125
Heading:1.76 A Des:[6.87] Act:[7.50] B Des:-1.33] Act:[-2.10] [Immediate] [10.23] [0.25] [1.71] | PC:126
Heading:1.76 A Des:[6.87] Act:[1.40] B Des:-1.33] Act:[1.50] [Immediate] [9.82] [0.27] [3.29] | PC:126
Heading:1.76 A Des:[6.87] Act:[3.90] B Des:-1.34] Act:[-0.30] [Immediate] [9.38] [0.29] [4.33] | PC:127
Heading:1.76 A Des:[6.87] Act:[2.00] B Des:-1.34] Act:[1.00] [Immediate] [8.50] [0.32] [5.78] | PC:127
Heading:1.88 A Des:[6.68] Act:[4.10] B Des:-2.11] Act:[1.60] [Immediate] [7.79] [0.35] [6.65] | PC:128
Heading:1.88 A Des:[6.68] Act:[4.40] B Des:-2.11] Act:[-4.30] [Immediate] [6.52] [0.44] [7.80] | PC:128
Heading:1.84 A Des:[6.74] Act:[3.70] B Des:-1.88] Act:[0.40] [Immediate] [5.61] [0.55] [8.41] | PC:129
Heading:1.84 A Des:[6.74] Act:[2.70] B Des:-1.88] Act:[2.50] [Immediate] [4.19] [0.90] [9.09] | PC:129
Heading:1.96 A Des:[6.46] Act:[3.10] B Des:-2.68] Act:[-1.70] [Immediate] [3.20] [1.21] [9.38] | PC:130
Heading:1.96 A Des:[6.46] Act:[3.80] B Des:-2.68] Act:[-1.80] [Immediate] [1.70] [2.05] [9.54] | PC:130
Heading:1.91 A Des:[6.61] Act:[4.70] B Des:-2.31] Act:[-4.20] [Immediate] [0.69] [2.61] [9.47] | PC:131
Heading:1.91 A Des:[6.61] Act:[3.80] B Des:-2.31] Act:[-1.80] [Immediate] [-0.82] [3.13] [9.20] | PC:131
Heading:1.89 A Des:[6.65] Act:[1.80] B Des:-2.19] Act:[-2.00] [Immediate] [-1.86] [3.46] [8.85] | PC:132
Heading:1.89 A Des:[6.65] Act:[0.20] B Des:-2.19] Act:[-1.00] [Immediate] [-3.39] [3.94] [8.08] | PC:132
Heading:1.88 A Des:[6.67] Act:[3.20] B Des:-2.12] Act:[0.00] [Immediate] [-4.37] [3.98] [7.50] | PC:133
Heading:1.88 A Des:[6.67] Act:[4.20] B Des:-2.12] Act:[-0.30] [Immediate] [0.64] [1.52] [-0.24] | PC:133
Heading:1.89 A Des:[6.65] Act:[3.20] B Des:-2.18] Act:[0.00] [Immediate] [-6.60] [3.26] [5.86] | PC:134
Heading:1.89 A Des:[6.65] Act:[5.50] B Des:-2.18] Act:[-1.80] [Immediate] [-7.33] [2.67] [4.68] | PC:134
Heading:1.89 A Des:[6.65] Act:[3.20] B Des:-2.20] Act:[-0.60] [Immediate] [-8.23] [2.27] [3.76] | PC:135
Heading:1.89 A Des:[6.65] Act:[5.10] B Des:-2.20] Act:[-3.30] [Immediate] [-8.68] [1.86] [2.81] | PC:135
Heading:1.84 A Des:[6.75] Act:[3.20] B Des:-1.86] Act:[-3.00] [Immediate] [-9.13] [1.09] [1.43] | PC:136
Heading:1.84 A Des:[6.75] Act:[5.50] B Des:-1.86] Act:[-1.70] [Immediate] [-9.28] [0.39] [0.61] | PC:136
Heading:1.75 A Des:[6.89] Act:[3.70] B Des:-1.26] Act:[-2.90] [Immediate] [-9.27] [-0.84] [-0.46] | PC:137
Heading:1.75 A Des:[6.89] Act:[4.70] B Des:-1.26] Act:[-0.40] [Immediate] [-9.11] [-1.74] [-1.05] | PC:137
Heading:1.76 A Des:[6.88] Act:[4.90] B Des:-1.32] Act:[-0.90] [Immediate] [-8.62] [-3.12] [-1.82] | PC:138
Heading:1.76 A Des:[6.88] Act:[4.60] B Des:-1.32] Act:[0.80] [Immediate] [-8.15] [-4.05] [-2.30] | PC:138
Heading:1.67 A Des:[6.96] Act:[5.60] B Des:-0.72] Act:[-0.30] [Immediate] [-7.24] [-5.36] [-2.81] | PC:139
Heading:1.67 A Des:[6.96] Act:[4.70] B Des:-0.72] Act:[0.60] [Immediate] [-6.49] [-6.19] [-3.03] | PC:139
Heading:1.78 A Des:[6.85] Act:[3.70] B Des:-1.43] Act:[-1.10] [Immediate] [-5.19] [-7.28] [-3.28] | PC:140
Heading:1.78 A Des:[6.85] Act:[4.00] B Des:-1.43] Act:[0.10] [Immediate] [-4.23] [-7.85] [-3.49] | PC:140
Heading:1.67 A Des:[6.97] Act:[4.50] B Des:-0.68] Act:[0.30] [Immediate] [-2.71] [-8.47] [-3.78] | PC:141
Heading:1.67 A Des:[6.97] Act:[7.90] B Des:-0.68] Act:[-1.80] [Immediate] [-1.61] [-8.75] [-3.89] | PC:141
Heading:1.74 A Des:[6.90] Act:[4.80] B Des:-1.18] Act:[-0.50] [Immediate] [0.07] [-8.95] [-3.98] | PC:142
Heading:1.74 A Des:[6.90] Act:[4.70] B Des:-1.18] Act:[-1.00] [Immediate] [1.21] [-8.94] [-3.97] | PC:142
Heading:1.64 A Des:[6.98] Act:[5.90] B Des:-0.49] Act:[-0.50] [Immediate] [2.97] [-8.70] [-3.79] | PC:143
Heading:1.64 A Des:[6.98] Act:[6.50] B Des:-0.49] Act:[-1.80] [Immediate] [4.11] [-8.40] [-3.55] | PC:143
Heading:1.65 A Des:[6.98] Act:[4.80] B Des:-0.58] Act:[-1.70] [Immediate] [5.74] [-7.74] [-2.98] | PC:144
Heading:1.65 A Des:[6.98] Act:[3.40] B Des:-0.58] Act:[0.40] [Immediate] [6.76] [-7.14] [-2.50] | PC:144
Heading:1.54 A Des:[7.00] Act:[4.20] B Des:0.22] Act:[-3.80] [Immediate] [8.08] [-6.00] [-1.74] | PC:145
Heading:1.54 A Des:[7.00] Act:[2.70] B Des:0.22] Act:[-0.10] [Immediate] [8.81] [-5.10] [-1.30] | PC:145
Heading:1.45 A Des:[6.95] Act:[3.20] B Des:0.84] Act:[0.60] [Immediate] [9.65] [-3.56] [-0.87] | PC:146
Heading:1.45 A Des:[6.95] Act:[3.80] B Des:0.84] Act:[1.80] [Immediate] [10.03] [-2.49] [-0.65] | PC:146
Heading:1.57 A Des:[7.00] Act:[4.20] B Des:0.03] Act:[-0.40] [Immediate] [10.34] [-0.86] [-0.28] | PC:147
Heading:1.57 A Des:[7.00] Act:[6.40] B Des:0.03] Act:[2.00] [Immediate] [10.38] [0.25] [-0.01] | PC:147
Heading:1.60 A Des:[7.00] Act:[5.40] B Des:-0.20] Act:[-1.80] [Immediate] [10.20] [1.88] [0.39] | PC:148
Heading:1.60 A Des:[7.00] Act:[2.90] B Des:-0.20] Act:[0.00] [Immediate] [9.91] [2.95] [0.65] | PC:148
Heading:1.66 A Des:[6.97] Act:[3.70] B Des:-0.62] Act:[-0.20] [Immediate] [9.23] [4.51] [1.03] | PC:149
Heading:1.66 A Des:[6.97] Act:[3.10] B Des:-0.62] Act:[-3.30] [Immediate] [8.62] [5.47] [1.28] | PC:149
Heading:1.78 A Des:[6.84] Act:[4.10] B Des:-1.47] Act:[-0.50] [Immediate] [7.50] [6.75] [1.60] | PC:150
Heading:1.78 A Des:[6.84] Act:[3.30] B Des:-1.47] Act:[0.60] [Immediate] [6.63] [7.50] [1.79] | PC:150
Heading:1.82 A Des:[6.78] Act:[4.10] B Des:-1.75] Act:[-0.50] [Immediate] [5.22] [8.39] [2.01] | PC:151
Heading:1.82 A Des:[6.78] Act:[3.70] B Des:-1.75] Act:[0.30] [Immediate] [4.23] [8.83] [2.10] | PC:151
Heading:1.83 A Des:[6.77] Act:[1.40] B Des:-1.76] Act:[0.00] [Immediate] [2.68] [9.30] [2.18] | PC:152
Heading:1.83 A Des:[6.77] Act:[1.70] B Des:-1.76] Act:[-1.00] [Immediate] [1.65] [9.48] [2.18] | PC:152
Heading:1.96 A Des:[6.47] Act:[3.70] B Des:-2.67] Act:[0.30] [Immediate] [0.06] [9.54] [2.13] | PC:153
Heading:1.96 A Des:[6.47] Act:[5.30] B Des:-2.67] Act:[0.60] [Immediate] [-1.02] [9.44] [2.04] | PC:153
Heading:1.89 A Des:[6.65] Act:[6.20] B Des:-2.18] Act:[-0.60] [Immediate] [-2.63] [9.09] [1.78] | PC:154
Heading:1.89 A Des:[6.65] Act:[2.10] B Des:-2.18] Act:[-0.40] [Immediate] [-3.61] [8.73] [1.54] | PC:154
Heading:1.97 A Des:[6.45] Act:[5.30] B Des:-2.72] Act:[-0.80] [Immediate] [-5.05] [7.97] [1.10] | PC:155
Heading:1.97 A Des:[6.45] Act:[6.00] B Des:-2.72] Act:[-0.70] [Immediate] [-5.94] [7.32] [0.72] | PC:155
Heading:2.05 A Des:[6.20] Act:[3.90] B Des:-3.25] Act:[-1.90] [Immediate] [-6.73] [6.61] [0.20] | PC:156
Heading:2.05 A Des:[6.20] Act:[3.90] B Des:-3.25] Act:[-2.40] [Immediate] [-7.71] [5.35] [-0.48] | PC:156
Heading:2.02 A Des:[6.31] Act:[3.30] B Des:-3.03] Act:[-2.60] [Immediate] [-8.24] [4.38] [-0.75] | PC:157
